data_num,trick_type,time,mag_x,mag_y,mag_z,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1.0,0.0,540039.0,-3526.0,-458.0,-3582.0,14.75,34.61,5.46,2.43,-1.25,-7.95
1.0,0.0,553711.0,-3259.0,-473.0,-3468.0,10.64,11.08,13.81,0.86,-1.37,-10.51
1.0,0.0,567382.0,-2873.0,-398.0,-3426.0,6.42,-39.13,5.49,-0.71,-0.05,-12.15
1.0,0.0,581054.0,-2475.0,-392.0,-3079.0,2.15,-39.2,-12.33,1.21,-0.37,-7.44
1.0,0.0,594726.0,-1725.0,-868.0,-3244.0,-10.52,-39.2,-1.96,4.19,-1.03,0.12
1.0,0.0,608398.0,-1992.0,-969.0,-3333.0,-11.99,-39.2,12.37,2.2,-1.14,8.2
1.0,0.0,622070.0,-2261.0,-911.0,-3584.0,-5.32,-35.02,18.79,-2.3,0.18,8.01
1.0,0.0,635742.0,-2417.0,-712.0,-3962.0,8.39,7.84,14.1,-9.21,2.59,5.2
1.0,0.0,649414.0,-2492.0,-413.0,-4252.0,12.1,29.83,12.61,-8.65,1.88,5.03
1.0,0.0,663086.0,-2646.0,-174.0,-4339.0,9.72,39.17,15.93,-1.95,0.35,6.48
1.0,0.0,676757.0,-2835.0,-151.0,-4033.0,9.81,39.17,14.01,1.36,0.25,6.12
1.0,0.0,690429.0,-3444.0,-89.0,-3692.0,15.64,36.01,1.96,3.76,0.84,2.09
1.0,0.0,704101.0,-3539.0,-148.0,-3540.0,20.58,39.17,-3.57,5.33,0.46,-1.29
1.0,0.0,717773.0,-3409.0,-349.0,-3397.0,19.63,39.17,-4.55,4.65,-0.36,-4.45
1.0,0.0,731445.0,-3213.0,-447.0,-3291.0,14.06,23.95,4.22,1.7,-1.61,-8.76
1.0,0.0,745117.0,-2931.0,-447.0,-3209.0,10.0,5.93,12.09,0.32,-1.74,-10.77
1.0,0.0,758789.0,-2579.0,-364.0,-3109.0,7.23,-39.2,1.11,-1.43,-0.63,-12.29
1.0,0.0,772461.0,-1907.0,-653.0,-3271.0,1.9,-39.2,-15.24,0.58,-0.97,-7.24
1.0,0.0,786132.0,-1698.0,-870.0,-3373.0,-7.74,-39.2,-1.57,5.19,-1.76,7.03
1.0,0.0,799804.0,-2022.0,-993.0,-3456.0,-8.73,-39.2,16.86,3.54,-1.6,9.83
1.0,0.0,813476.0,-2303.0,-960.0,-3568.0,-5.38,-29.66,25.53,-0.75,-0.19,9.56
1.0,0.0,827148.0,-2461.0,-764.0,-3994.0,7.12,6.42,20.0,-8.98,2.76,5.35
1.0,0.0,840820.0,-2525.0,-367.0,-4262.0,12.76,27.82,13.99,-9.61,2.55,4.58
1.0,0.0,854492.0,-2655.0,-93.0,-4400.0,11.99,39.17,14.85,-3.29,0.73,5.98
1.0,0.0,868164.0,-2850.0,-12.0,-4250.0,12.19,39.17,13.63,0.49,0.4,5.96
1.0,0.0,881836.0,-3035.0,-192.0,-3834.0,17.74,39.17,1.36,5.29,0.59,2.49
1.0,0.0,895507.0,-3402.0,-96.0,-3533.0,19.84,38.62,-4.75,6.01,0.21,-0.41
1.0,0.0,909179.0,-3378.0,-223.0,-3407.0,20.34,38.82,-5.0,5.13,-0.57,-3.44
1.0,0.0,922851.0,-3236.0,-409.0,-3316.0,17.53,30.13,-0.15,2.28,-2.16,-7.96
1.0,0.0,936523.0,-3026.0,-476.0,-3211.0,14.45,16.09,7.95,1.21,-2.67,-9.67
1.0,0.0,950195.0,-2467.0,-317.0,-3070.0,5.33,-22.01,19.31,-0.86,-1.73,-13.01
1.0,0.0,963867.0,-2161.0,-353.0,-2966.0,9.24,-38.55,8.38,-0.48,-0.92,-12.72
1.0,0.0,977539.0,-1752.0,-746.0,-3328.0,-9.04,-39.2,-12.22,5.14,-1.4,0.5
1.0,0.0,991211.0,-1667.0,-894.0,-3369.0,-8.24,-39.2,-4.79,4.6,-1.59,5.91
1.0,0.0,1004882.0,-1953.0,-955.0,-3452.0,-4.86,-35.06,25.09,-1.47,-0.73,8.64
1.0,0.0,1018554.0,-2246.0,-900.0,-3761.0,0.59,-21.01,27.51,-5.81,0.96,7.72
1.0,0.0,1032226.0,-2413.0,-593.0,-4130.0,6.04,-8.35,25.28,-9.39,2.61,6.66
1.0,0.0,1045898.0,-2573.0,87.0,-4484.0,21.69,36.16,13.66,-10.07,3.03,7.83
1.0,0.0,1059570.0,-2717.0,297.0,-4423.0,20.36,39.17,13.84,-5.61,1.32,8.8
1.0,0.0,1073242.0,-2948.0,175.0,-4093.0,19.35,39.17,12.11,3.63,-0.29,5.8
1.0,0.0,1086914.0,-3344.0,245.0,-3690.0,24.45,39.14,3.36,4.66,0.23,2.61
1.0,0.0,1100586.0,-3499.0,278.0,-3703.0,28.26,39.17,-9.15,3.28,-0.72,-4.71
1.0,0.0,1114257.0,-3413.0,90.0,-3682.0,25.73,39.17,-4.98,2.79,-1.65,-7.3
1.0,0.0,1127929.0,-3284.0,-121.0,-3658.0,23.17,16.27,11.58,2.65,-2.56,-8.81
1.0,0.0,1142578.0,-2987.0,-353.0,-3411.0,9.93,-2.18,21.27,2.9,-3.73,-10.99
1.0,0.0,1156250.0,-2733.0,-439.0,-3164.0,4.98,-26.28,27.93,3.15,-3.56,-11.89
1.0,0.0,1169921.0,-2403.0,-738.0,-3177.0,-16.6,-39.2,21.53,4.25,-2.43,-5.88
1.0,0.0,1183593.0,-1942.0,-914.0,-3511.0,-23.24,-39.2,15.62,2.96,-0.84,0.28
1.0,0.0,1197265.0,-2024.0,-941.0,-3642.0,-9.77,-39.2,18.72,-0.52,0.34,6.58
1.0,0.0,1210937.0,-2235.0,-885.0,-3976.0,-3.5,-34.19,20.49,-3.31,1.36,7.51
1.0,0.0,1224609.0,-2459.0,-551.0,-4290.0,10.86,-0.08,16.94,-8.59,3.47,7.01
1.0,0.0,1238281.0,-2562.0,-133.0,-4535.0,16.92,20.16,13.08,-9.03,3.55,6.94
1.0,0.0,1251953.0,-2658.0,260.0,-4537.0,18.37,39.17,12.69,-7.08,2.66,7.5
1.0,0.0,1265625.0,-2768.0,332.0,-4416.0,18.28,39.17,11.86,0.65,0.75,7.54
1.0,0.0,1279296.0,-2910.0,231.0,-4233.0,18.92,39.17,9.47,3.72,0.64,5.92
1.0,0.0,1292968.0,-3058.0,-1.0,-3920.0,25.6,39.17,-7.08,3.92,0.81,-1.09
1.0,0.0,1306640.0,-3175.0,-127.0,-3666.0,25.8,39.17,-10.95,2.37,0.11,-4.87
1.0,0.0,1320312.0,-2984.0,-309.0,-3679.0,21.31,34.71,-4.12,1.73,-1.76,-8.43
1.0,0.0,1333984.0,-2824.0,-399.0,-3592.0,17.65,21.57,4.43,2.03,-2.57,-9.43
1.0,0.0,1347656.0,-2591.0,-487.0,-3465.0,10.17,-9.03,18.99,1.88,-2.34,-12.46
1.0,0.0,1361328.0,-2287.0,-438.0,-3368.0,15.87,-32.84,13.87,1.35,-1.89,-13.73
1.0,0.0,1375000.0,-1919.0,-539.0,-3355.0,12.55,-39.2,2.3,3.37,-2.28,-10.99
1.0,0.0,1388671.0,-1488.0,-709.0,-3640.0,-14.84,-39.2,10.34,3.52,-2.03,2.49
1.0,0.0,1402343.0,-1785.0,-745.0,-3863.0,-10.42,-39.2,24.02,0.39,-1.31,6.03
1.0,0.0,1416015.0,-1996.0,-599.0,-4205.0,5.52,-33.21,25.02,-6.92,1.08,7.41
1.0,0.0,1429687.0,-2185.0,-246.0,-4537.0,13.36,-13.41,20.6,-9.23,1.9,7.84
1.0,0.0,1443359.0,-2347.0,201.0,-4666.0,17.56,37.63,20.87,-7.17,1.53,9.76
1.0,0.0,1457031.0,-2526.0,496.0,-4583.0,15.41,39.17,23.47,-3.73,0.57,9.55
1.0,0.0,1470703.0,-2678.0,560.0,-4435.0,12.32,39.17,11.97,-1.0,0.33,7.33
1.0,0.0,1484375.0,-2885.0,504.0,-3931.0,22.32,38.71,-1.73,1.23,1.47,1.34
1.0,0.0,1498046.0,-3291.0,658.0,-3977.0,21.78,37.3,-9.21,2.93,0.42,-1.17
1.0,0.0,1511718.0,-3208.0,449.0,-3943.0,18.04,39.17,2.91,5.08,-1.94,-5.17
1.0,0.0,1525390.0,-3106.0,230.0,-3982.0,14.9,30.6,11.9,3.4,-2.34,-7.88
1.0,0.0,1539062.0,-2889.0,77.0,-3897.0,8.11,-19.36,24.39,1.66,-2.09,-12.09
1.0,0.0,1552734.0,-2660.0,-117.0,-3675.0,4.55,-39.17,22.77,4.31,-2.39,-10.29
1.0,0.0,1566406.0,-2433.0,-606.0,-3617.0,-24.28,-39.2,21.62,7.38,-2.39,1.43
1.0,0.0,1580078.0,-2141.0,-850.0,-3830.0,-18.51,-39.2,20.57,3.24,0.04,4.56
1.0,0.0,1593750.0,-2295.0,-781.0,-3916.0,-10.57,-39.2,18.48,-0.58,1.25,5.7
1.0,0.0,1607421.0,-2438.0,-531.0,-4189.0,8.92,-22.58,8.08,-6.37,2.86,7.29
1.0,0.0,1621093.0,-2578.0,-160.0,-4364.0,15.11,-3.5,6.36,-7.8,2.88,7.91
1.0,0.0,1634765.0,-2695.0,263.0,-4417.0,20.02,38.38,8.39,-6.67,1.71,7.94
1.0,0.0,1648437.0,-2838.0,473.0,-4390.0,17.06,39.17,10.75,-3.92,-0.05,6.95
1.0,0.0,1662109.0,-2953.0,519.0,-4309.0,11.93,39.17,10.98,1.13,-0.39,3.84
1.0,0.0,1675781.0,-2998.0,497.0,-4297.0,14.35,39.17,2.6,1.25,0.17,1.77
1.0,0.0,1689453.0,-2963.0,465.0,-4288.0,14.69,39.17,-4.32,0.82,0.31,-0.71
1.0,0.0,1703125.0,-2925.0,433.0,-4300.0,8.89,28.35,-2.7,0.97,-1.03,-3.43
1.0,0.0,1716796.0,-2923.0,356.0,-4354.0,4.22,16.55,1.38,1.04,-1.51,-3.87
1.0,0.0,1730468.0,-2875.0,231.0,-4412.0,-3.85,-6.04,9.22,1.3,-1.65,-3.77
1.0,0.0,1744140.0,-2913.0,182.0,-4473.0,-8.6,-15.26,11.24,1.7,-1.4,-3.12
1.0,0.0,1757812.0,-2888.0,129.0,-4483.0,-11.1,-20.32,7.81,1.18,-0.38,-0.89
1.0,0.0,1772461.0,-2886.0,35.0,-4477.0,-10.38,-15.79,6.52,0.33,-0.14,-0.27
1.0,0.0,1786132.0,-2855.0,93.0,-4539.0,-8.69,-3.72,6.71,-0.79,0.03,0.49
1.0,0.0,1799804.0,-2872.0,149.0,-4532.0,-7.28,1.56,6.49,-1.05,0.21,0.58
1.0,0.0,1813476.0,-2886.0,217.0,-4506.0,-5.91,5.73,4.04,-1.24,0.36,0.55
1.0,0.0,1827148.0,-2859.0,283.0,-4509.0,-2.9,11.09,2.9,-1.27,0.48,0.46
1.0,0.0,1840820.0,-2873.0,356.0,-4503.0,-2.06,13.3,2.61,-1.02,0.33,0.52
1.0,0.0,1854492.0,-2871.0,411.0,-4497.0,-1.75,16.0,3.89,-0.33,0.03,0.58
1.0,0.0,1868164.0,-2875.0,434.0,-4506.0,-1.74,16.02,4.8,-0.11,-0.02,0.44
1.0,0.0,1881836.0,-2850.0,459.0,-4496.0,-1.67,14.79,4.89,-0.09,0.02,-0.13
1.0,0.0,1895507.0,-2815.0,473.0,-4499.0,-1.65,13.63,5.01,-0.06,0.03,-0.37
1.0,0.0,1909179.0,-2806.0,466.0,-4540.0,-2.27,10.11,4.66,0.05,-0.01,-0.5
1.0,0.0,1922851.0,-2797.0,464.0,-4515.0,-2.7,9.03,4.71,0.32,-0.13,-0.5
1.0,0.0,1936523.0,-2802.0,426.0,-4536.0,-3.16,8.55,4.99,0.38,-0.19,-0.47
1.0,0.0,1950195.0,-2808.0,417.0,-4537.0,-3.97,7.5,5.47,0.25,-0.22,-0.56
1.0,0.0,1963867.0,-2818.0,419.0,-4546.0,-4.31,7.1,5.26,0.17,-0.2,-0.59
1.0,0.0,1977539.0,-2800.0,409.0,-4505.0,-4.54,6.6,4.62,0.2,-0.1,-0.47
1.0,0.0,1991211.0,-2788.0,393.0,-4525.0,-4.51,6.4,4.19,0.16,-0.08,-0.44
1.0,0.0,2004882.0,-2738.0,371.0,-4552.0,-4.44,6.0,4.31,0.08,-0.06,-0.36
1.0,0.0,2018554.0,-2759.0,367.0,-4550.0,-4.34,5.95,3.99,0.19,-0.05,-0.21
1.0,0.0,2032226.0,-2765.0,332.0,-4523.0,-4.16,5.94,3.64,0.36,-0.04,0.04
1.0,0.0,2045898.0,-2750.0,356.0,-4523.0,-3.92,6.39,3.74,0.2,-0.07,0.06
1.0,0.0,2059570.0,-2716.0,335.0,-4541.0,-3.8,6.73,3.86,-0.0,-0.1,0.02
1.0,0.0,2073242.0,-2727.0,370.0,-4551.0,-3.53,7.66,3.85,-0.2,-0.12,0.14
1.0,0.0,2086914.0,-2729.0,348.0,-4554.0,-3.34,8.29,3.79,-0.23,-0.15,0.19
1.0,0.0,2100586.0,-2732.0,374.0,-4550.0,-3.37,9.13,4.47,-0.2,-0.25,0.24
1.0,0.0,2114257.0,-2757.0,411.0,-4555.0,-3.59,9.97,4.84,-0.12,-0.26,0.21
1.0,0.0,2127929.0,-2772.0,396.0,-4535.0,-3.66,10.27,4.59,0.01,-0.23,0.22
1.0,0.0,2141601.0,-2795.0,388.0,-4526.0,-3.6,9.96,4.44,0.21,-0.16,0.13
1.0,0.0,2155273.0,-2806.0,410.0,-4551.0,-3.58,9.59,4.24,0.19,-0.15,0.03
1.0,0.0,2168945.0,-2831.0,388.0,-4529.0,-3.63,8.74,4.06,0.1,-0.16,-0.13
1.0,0.0,2182617.0,-2808.0,383.0,-4546.0,-3.64,8.18,4.02,0.08,-0.18,-0.17
1.0,0.0,2196289.0,-2807.0,404.0,-4490.0,-3.83,7.5,4.46,0.17,-0.2,-0.11
1.0,0.0,2209961.0,-2810.0,386.0,-4506.0,-4.06,7.41,4.85,0.21,-0.18,-0.06
1.0,0.0,2223632.0,-2805.0,360.0,-4514.0,-4.09,7.26,4.83,0.22,-0.14,0.01
1.0,0.0,2237304.0,-2805.0,382.0,-4552.0,-4.07,7.32,4.75,0.35,-0.1,0.08
1.0,0.0,2250976.0,-2801.0,379.0,-4545.0,-4.06,7.49,4.65,0.39,-0.09,0.15
1.0,0.0,2264648.0,-2785.0,345.0,-4527.0,-3.8,8.15,4.26,0.34,-0.07,0.19
1.0,0.0,2278320.0,-2826.0,339.0,-4558.0,-3.7,8.32,4.03,0.31,-0.05,0.18
1.0,0.0,2291992.0,-2792.0,297.0,-4528.0,-3.56,8.23,3.76,0.01,-0.04,-0.04
1.0,0.0,2305664.0,-2798.0,308.0,-4536.0,-3.42,8.32,3.52,-0.1,-0.08,-0.08
1.0,0.0,2319336.0,-2786.0,334.0,-4493.0,-3.4,8.56,3.81,-0.16,-0.12,-0.11
1.0,0.0,2333007.0,-2798.0,338.0,-4511.0,-3.41,8.7,3.79,-0.12,-0.13,-0.13
1.0,0.0,2346679.0,-2788.0,338.0,-4508.0,-3.52,8.28,3.81,-0.02,-0.13,-0.12
1.0,0.0,2360351.0,-2834.0,338.0,-4555.0,-3.69,7.53,4.11,0.07,-0.16,-0.02
1.0,0.0,2374023.0,-2804.0,330.0,-4533.0,-3.76,7.54,4.27,0.04,-0.19,-0.02
1.0,0.0,2387695.0,-2798.0,344.0,-4534.0,-3.99,7.65,4.51,-0.02,-0.24,-0.0
1.0,0.0,2401367.0,-2838.0,344.0,-4542.0,-4.04,7.64,4.6,-0.04,-0.22,0.0
1.0,0.0,2415039.0,-2829.0,389.0,-4515.0,-4.07,8.05,4.73,-0.05,-0.12,0.0
1.0,0.0,2428711.0,-2844.0,391.0,-4555.0,-3.86,8.29,4.48,-0.05,-0.05,-0.01
1.0,0.0,2442382.0,-2822.0,382.0,-4547.0,-3.65,8.37,4.16,-0.05,-0.04,-0.03
1.0,0.0,2456054.0,-2796.0,382.0,-4499.0,-3.63,8.37,4.13,-0.04,-0.06,-0.05
1.0,0.0,2469726.0,-2832.0,393.0,-4517.0,-3.55,8.44,4.03,-0.04,-0.06,-0.06
1.0,0.0,2483398.0,-2825.0,390.0,-4544.0,-3.46,8.56,3.91,-0.0,-0.1,-0.02
1.0,0.0,2497070.0,-2812.0,396.0,-4460.0,-3.54,8.57,4.14,0.02,-0.11,-0.0
1.0,0.0,2510742.0,-2822.0,389.0,-4493.0,-3.61,8.63,4.21,0.07,-0.12,0.0
1.0,0.0,2524414.0,-2812.0,357.0,-4476.0,-3.63,8.57,4.2,0.08,-0.13,-0.01
1.0,0.0,2538086.0,-2845.0,415.0,-4481.0,-3.49,8.43,4.04,0.06,-0.13,-0.04
1.0,0.0,2551757.0,-2816.0,409.0,-4533.0,-3.54,8.37,4.04,0.0,-0.15,-0.04
1.0,0.0,2565429.0,-2832.0,432.0,-4538.0,-3.63,8.36,4.14,0.03,-0.18,-0.02
1.0,0.0,2579101.0,-2823.0,418.0,-4554.0,-3.84,8.15,4.49,0.12,-0.19,0.03
1.0,0.0,2592773.0,-2816.0,419.0,-4534.0,-3.82,8.09,4.46,0.12,-0.18,0.04
1.0,0.0,2606445.0,-2824.0,408.0,-4566.0,-3.82,7.86,4.57,0.06,-0.16,0.04
1.0,0.0,2620117.0,-2861.0,420.0,-4522.0,-3.91,7.9,4.74,0.04,-0.15,0.04
1.0,0.0,2633789.0,-2865.0,384.0,-4555.0,-3.84,8.12,4.59,0.07,-0.1,0.08
1.0,0.0,2647461.0,-2868.0,379.0,-4478.0,-3.75,8.18,4.47,0.1,-0.09,0.09
1.0,0.0,2661132.0,-2859.0,370.0,-4574.0,-3.85,8.17,4.4,0.08,-0.09,0.07
1.0,0.0,2674804.0,-2839.0,407.0,-4525.0,-3.54,8.2,3.97,-0.03,-0.05,0.0
1.0,0.0,2688476.0,-2862.0,417.0,-4487.0,-3.63,7.96,4.1,-0.01,-0.06,0.0
1.0,0.0,2703125.0,-2855.0,403.0,-4493.0,-3.45,7.77,3.92,-0.08,-0.08,-0.01
1.0,0.0,2716796.0,-2844.0,422.0,-4532.0,-3.49,7.84,4.08,-0.05,-0.1,0.01
1.0,0.0,2731445.0,-2832.0,415.0,-4559.0,-3.5,8.2,4.19,0.05,-0.12,0.08
2.0,0.0,2930.0,-4386.0,-1174.0,-2522.0,0.43,10.14,0.14,0.03,-0.15,-0.04
2.0,0.0,16601.0,-4394.0,-1176.0,-2538.0,0.8,9.83,0.43,0.08,-0.06,-0.04
2.0,0.0,31250.0,-4389.0,-1162.0,-2542.0,0.87,9.76,0.47,0.04,-0.09,0.01
2.0,0.0,44922.0,-4374.0,-1152.0,-2541.0,0.68,9.78,0.26,0.06,-0.13,-0.0
2.0,0.0,58594.0,-4404.0,-1150.0,-2540.0,0.67,9.71,0.24,0.1,-0.11,-0.05
2.0,0.0,72266.0,-4414.0,-1143.0,-2541.0,0.88,9.49,0.29,0.14,-0.06,-0.11
2.0,0.0,85937.0,-4407.0,-1156.0,-2538.0,0.9,9.46,0.28,0.11,-0.07,-0.1
2.0,0.0,99609.0,-4387.0,-1173.0,-2573.0,0.84,9.51,0.27,0.09,-0.08,-0.1
2.0,0.0,113281.0,-4380.0,-1164.0,-2545.0,0.84,9.76,0.44,0.05,-0.1,-0.05
2.0,0.0,126953.0,-4374.0,-1159.0,-2487.0,0.81,9.71,0.38,0.08,-0.11,-0.06
2.0,0.0,140625.0,-4404.0,-1195.0,-2536.0,0.94,9.43,0.21,0.09,-0.13,-0.06
2.0,0.0,154297.0,-4378.0,-1153.0,-2540.0,0.85,9.54,0.16,0.03,-0.14,-0.04
2.0,0.0,167969.0,-4363.0,-1151.0,-2523.0,0.56,9.88,0.2,0.04,-0.11,-0.06
2.0,0.0,181641.0,-4392.0,-1167.0,-2543.0,0.6,9.87,0.21,0.06,-0.1,-0.06
2.0,0.0,195312.0,-4379.0,-1158.0,-2585.0,0.61,9.81,0.19,0.05,-0.11,-0.05
2.0,0.0,208984.0,-4365.0,-1165.0,-2529.0,0.5,9.91,0.18,0.06,-0.13,-0.04
2.0,0.0,222656.0,-4368.0,-1207.0,-2541.0,0.5,9.89,0.2,0.09,-0.11,-0.05
2.0,0.0,236328.0,-4384.0,-1180.0,-2546.0,0.73,9.63,0.25,0.09,-0.07,-0.02
2.0,0.0,250000.0,-4399.0,-1177.0,-2549.0,0.77,9.6,0.24,0.04,-0.1,0.0
2.0,0.0,263672.0,-4380.0,-1186.0,-2507.0,0.45,9.81,0.03,0.04,-0.12,-0.03
2.0,0.0,277344.0,-4384.0,-1173.0,-2544.0,0.49,9.8,0.11,0.09,-0.09,-0.06
2.0,0.0,291016.0,-4361.0,-1179.0,-2536.0,0.85,9.66,0.36,0.11,-0.02,-0.07
2.0,0.0,304687.0,-4374.0,-1176.0,-2506.0,0.94,9.63,0.42,0.07,-0.06,-0.04
2.0,0.0,318359.0,-4352.0,-1169.0,-2507.0,0.85,9.7,0.41,0.0,-0.11,0.0
2.0,0.0,332031.0,-4367.0,-1205.0,-2502.0,0.66,9.89,0.31,-0.0,-0.13,0.06
2.0,0.0,345703.0,-4363.0,-1176.0,-2575.0,0.71,9.71,0.23,0.07,-0.11,0.02
2.0,0.0,359375.0,-4370.0,-1163.0,-2582.0,0.96,9.35,0.19,0.06,-0.1,0.0
2.0,0.0,373047.0,-4400.0,-1164.0,-2611.0,0.96,9.35,0.2,0.0,-0.11,0.02
2.0,0.0,386719.0,-4386.0,-1151.0,-2513.0,0.93,9.55,0.3,-0.06,-0.15,0.08
2.0,0.0,400391.0,-4422.0,-1147.0,-2551.0,0.82,9.57,0.16,-0.04,-0.16,0.06
2.0,0.0,414062.0,-4424.0,-1135.0,-2562.0,0.76,9.61,0.05,0.01,-0.15,0.01
2.0,0.0,427734.0,-4401.0,-1152.0,-2481.0,0.69,9.67,0.11,0.09,-0.09,-0.1
2.0,0.0,441406.0,-4410.0,-1185.0,-2522.0,0.76,9.66,0.19,0.1,-0.08,-0.1
2.0,0.0,455078.0,-4407.0,-1156.0,-2569.0,0.81,9.58,0.24,0.05,-0.09,-0.06
2.0,0.0,468750.0,-4402.0,-1154.0,-2542.0,0.8,9.55,0.22,0.02,-0.11,-0.04
2.0,0.0,483398.0,-4406.0,-1171.0,-2520.0,0.65,9.8,0.25,0.03,-0.11,-0.07
2.0,0.0,497070.0,-4369.0,-1148.0,-2525.0,0.65,9.82,0.33,0.08,-0.1,-0.11
2.0,0.0,510742.0,-4374.0,-1176.0,-2573.0,0.83,9.73,0.4,0.07,-0.07,-0.08
2.0,0.0,524414.0,-4383.0,-1183.0,-2564.0,0.8,9.76,0.41,0.05,-0.11,-0.06
2.0,0.0,538086.0,-4355.0,-1178.0,-2570.0,0.69,9.79,0.33,0.06,-0.13,-0.06
2.0,0.0,551758.0,-4362.0,-1191.0,-2583.0,0.72,9.72,0.29,0.09,-0.11,-0.07
2.0,0.0,565430.0,-4373.0,-1195.0,-2557.0,0.75,9.73,0.27,0.08,-0.1,-0.07
2.0,0.0,579101.0,-4374.0,-1188.0,-2574.0,0.67,9.85,0.33,0.04,-0.11,-0.06
2.0,0.0,592773.0,-4354.0,-1192.0,-2590.0,0.68,9.84,0.32,0.03,-0.11,-0.03
2.0,0.0,606445.0,-4359.0,-1184.0,-2534.0,0.7,9.72,0.21,0.04,-0.12,-0.02
